RCP_SNO,CKG_NM,ingredients_raw,aliases_matched,ingredients_normalized,others_count,others_items
7016862,생선초밥,"[[""다시마"", ""8"", ""조각""], [""식초"", ""4"", ""t""], [""설탕"", ""3.5"", ""t""], [""소금"", ""0.9"", ""t""], [""초대리"", ""2"", ""t""], [""생선회"", ""13"", ""조각""], [""김"", ""1/4"", ""장""], [""무순"", """", ""약간""], [""고추냉이"", """", ""약간""]]","[{""alias_id"": ""alias_0782"", ""name"": ""다시마""}, {""alias_id"": ""alias_0169"", ""name"": ""식초""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0779"", ""name"": ""김""}, {""alias_id"": ""alias_0427"", ""name"": ""무순""}]","[[""다시마"", ""8"", ""조각""], [""식초"", ""4"", ""큰술""], [""설탕"", ""3.5"", ""큰술""], [""소금"", ""0.9"", ""큰술""], [""초대리"", ""2"", ""큰술""], [""생선회"", ""13"", ""조각""], [""김"", ""1/4"", ""장""], [""무순"", """", ""약간""], [""고추냉이"", """", ""약간""]]",3,"[{""raw"": ""초대리"", ""name"": ""초대리"", ""amount"": ""2"", ""unit"": ""큰술""}, {""raw"": ""생선회"", ""name"": ""생선회"", ""amount"": ""13"", ""unit"": ""조각""}, {""raw"": ""고추냉이"", ""name"": ""고추냉이"", ""amount"": """", ""unit"": ""약간""}]"
7016868,소불고기파스타,"[[""파스타면"", ""2"", ""인분""], [""한우소고기"", ""200"", ""g""], [""대파"", ""1"", ""개""], [""양파"", ""1/2"", ""개""], [""양송이버섯"", ""6"", ""개""], [""베이비 야채"", """", ""조금""], [""미림"", ""1"", ""t""], [""고춧가루"", ""3"", ""t""], [""설탕"", ""2"", ""t""], [""물엿"", ""1"", ""t""], [""다진 마늘"", ""1"", ""t""], [""물"", ""1/2"", ""c""]]","[{""alias_id"": ""alias_0087"", ""name"": ""파스타면""}, {""alias_id"": ""alias_0858"", ""name"": ""소고기""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0247"", ""name"": ""미림""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0161"", ""name"": ""물엿""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}]","[[""파스타면"", ""2"", ""인분""], [""소고기"", ""200"", ""g""], [""대파"", ""1"", ""개""], [""양파"", ""1/2"", ""개""], [""양송이버섯"", ""6"", ""개""], [""베이비채소"", """", ""조금""], [""미림"", ""1"", ""큰술""], [""고춧가루"", ""3"", ""큰술""], [""설탕"", ""2"", ""큰술""], [""물엿"", ""1"", ""큰술""], [""마늘"", ""1"", ""큰술""], [""물"", ""1/2"", ""컵""]]",3,"[{""raw"": ""양송이버섯"", ""name"": ""양송이버섯"", ""amount"": ""6"", ""unit"": ""개""}, {""raw"": ""베이비 야채"", ""name"": ""베이비채소"", ""amount"": """", ""unit"": ""조금""}, {""raw"": ""물"", ""name"": ""물"", ""amount"": ""1/2"", ""unit"": ""컵""}]"
7016872,새우샐러드,"[[""양상추"", ""3"", ""장""], [""냉동새우"", ""6"", ""마리""], [""올리브오일"", """", ""조금""], [""허브솔트"", """", ""조금""], [""블루베리"", ""2"", ""줌""], [""방울토마토"", ""5"", ""개""], [""마카다미아"", ""1"", ""줌""], [""꿀"", ""2"", ""t""], [""레몬즙"", ""1.5"", ""t""], [""소금"", ""1/3"", ""t""]]","[{""alias_id"": ""alias_0588"", ""name"": ""양상추""}, {""alias_id"": ""alias_0704"", ""name"": ""냉동새우""}, {""alias_id"": ""alias_0211"", ""name"": ""허브솔트""}, {""alias_id"": ""alias_0382"", ""name"": ""블루베리""}, {""alias_id"": ""alias_0620"", ""name"": ""방울토마토""}, {""alias_id"": ""alias_0156"", ""name"": ""꿀""}, {""alias_id"": ""alias_0237"", ""name"": ""레몬즙""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}]","[[""양상추"", ""3"", ""장""], [""새우"", ""6"", ""마리""], [""올리브유"", """", ""조금""], [""허브솔트"", """", ""조금""], [""블루베리"", ""2"", ""줌""], [""방울토마토"", ""5"", ""개""], [""마카다미아"", ""1"", ""줌""], [""꿀"", ""2"", ""큰술""], [""레몬즙"", ""1.5"", ""큰술""], [""소금"", ""1/3"", ""큰술""]]",2,"[{""raw"": ""올리브오일"", ""name"": ""올리브유"", ""amount"": """", ""unit"": ""조금""}, {""raw"": ""마카다미아"", ""name"": ""마카다미아"", ""amount"": ""1"", ""unit"": ""줌""}]"
7016873,녹두빈대떡,"[[""녹두"", ""200"", ""g""], [""물"", ""200"", ""g""], [""돼지고기 다짐육"", ""160"", ""g""], [""배추김치"", ""1"", ""컵""], [""숙주"", ""2"", ""줌""], [""고사리 데친거"", ""1"", ""줌""], [""대파"", ""1/2"", ""대""], [""찹쌀가루"", ""40"", ""ml""], [""소금"", """", """"], [""식용유"", """", """"], [""들기름"", """", ""약간""], [""다진 마늘"", ""1"", ""t""], [""생강가루"", ""1/3"", ""t""], [""후추"", """", ""약간""]]","[{""alias_id"": ""alias_0445"", ""name"": ""녹두""}, {""alias_id"": ""alias_0836"", ""name"": ""돼지고기""}, {""alias_id"": ""alias_0022"", ""name"": ""배추김치""}, {""alias_id"": ""alias_0576"", ""name"": ""숙주""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0315"", ""name"": ""찹쌀가루""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0133"", ""name"": ""식용유""}, {""alias_id"": ""alias_0132"", ""name"": ""들기름""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0164"", ""name"": ""생강가루""}, {""alias_id"": ""alias_0233"", ""name"": ""후추""}]","[[""녹두"", ""200"", ""g""], [""물"", ""200"", ""g""], [""돼지고기"", ""160"", ""g""], [""배추김치"", ""1"", ""컵""], [""숙주"", ""2"", ""줌""], [""고사리"", ""1"", ""줌""], [""대파"", ""1/2"", ""대""], [""찹쌀가루"", ""40"", ""ml""], [""소금"", """", """"], [""식용유"", """", """"], [""들기름"", """", ""약간""], [""마늘"", ""1"", ""큰술""], [""생강가루"", ""1/3"", ""큰술""], [""후추"", """", ""약간""]]",2,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""200"", ""unit"": ""g""}, {""raw"": ""고사리 데친거"", ""name"": ""고사리"", ""amount"": ""1"", ""unit"": ""줌""}]"
7016890,버터구이오징어,"[[""반건조오징어"", ""1-2"", ""마리""], [""버터"", ""20"", ""g""], [""설탕"", ""1"", ""t""], [""올리고당"", ""1/2"", ""t""]]","[{""alias_id"": ""alias_0707"", ""name"": ""오징어""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0190"", ""name"": ""올리고당""}]","[[""오징어"", ""1-2"", ""마리""], [""버터"", ""20"", ""g""], [""설탕"", ""1"", ""큰술""], [""올리고당"", ""1/2"", ""큰술""]]",1,"[{""raw"": ""버터"", ""name"": ""버터"", ""amount"": ""20"", ""unit"": ""g""}]"
7016893,파계란국,"[[""계란"", ""3"", ""개""], [""육수"", ""700"", ""ml""], [""국간장"", ""1.5"", ""큰술""], [""양파"", ""1/4"", ""개""], [""파"", ""1"", ""움큼""], [""후추"", """", ""약간""], [""소금"", """", ""약간""], [""간마늘"", ""1"", ""t""]]","[{""alias_id"": ""alias_0806"", ""name"": ""계란""}, {""alias_id"": ""alias_0178"", ""name"": ""국간장""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0632"", ""name"": ""파""}, {""alias_id"": ""alias_0233"", ""name"": ""후추""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}]","[[""계란"", ""3"", ""개""], [""육수"", ""700"", ""ml""], [""간장"", ""1.5"", ""큰술""], [""양파"", ""1/4"", ""개""], [""파"", ""1"", ""움큼""], [""후추"", """", ""약간""], [""소금"", """", ""약간""], [""마늘"", ""1"", ""큰술""]]",1,"[{""raw"": ""육수"", ""name"": ""육수"", ""amount"": ""700"", ""unit"": ""ml""}]"
7016895,삼겹살김밥,"[[""밥"", ""1"", ""공기""], [""김"", ""3"", ""장""], [""묵은지"", ""3~6"", ""잎""], [""삼겹살"", ""100"", ""g""], [""양파"", ""1/2"", ""개""], [""당근"", ""1/4"", ""개""], [""식용유"", """", ""약간""], [""소금"", """", ""약간""], [""깨소금"", """", ""약간""], [""참기름"", ""1"", ""t""], [""매실청"", ""0.5"", ""t""], [""참기름"", ""0.5"", ""t""]]","[{""alias_id"": ""alias_0348"", ""name"": ""밥""}, {""alias_id"": ""alias_0779"", ""name"": ""김""}, {""alias_id"": ""alias_0021"", ""name"": ""묵은지""}, {""alias_id"": ""alias_0843"", ""name"": ""삼겹살""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0133"", ""name"": ""식용유""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0202"", ""name"": ""깨소금""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0015"", ""name"": ""매실청""}]","[[""밥"", ""1"", ""공기""], [""김"", ""3"", ""장""], [""묵은지"", ""3~6"", ""잎""], [""삼겹살"", ""100"", ""g""], [""양파"", ""1/2"", ""개""], [""당근"", ""1/4"", ""개""], [""식용유"", """", ""약간""], [""소금"", """", ""약간""], [""깨소금"", """", ""약간""], [""참기름"", ""1"", ""큰술""], [""매실청"", ""0.5"", ""큰술""], [""참기름"", ""0.5"", ""큰술""]]",0,[]
7016898,매콤 스팸마요덮밥,"[[""달걀"", ""2"", ""개""], [""스팸"", ""1/2"", ""통""], [""밥"", ""1"", ""그릇""], [""양파"", ""1/3"", ""개""], [""대파흰부분"", ""1/2"", ""개""], [""청양고추"", ""1/2"", ""개""], [""다진마늘"", ""1/2"", ""숟갈""], [""마요네즈"", ""1.5"", ""숟갈""], [""김가루"", ""1"", ""젓가락""], [""참기름"", ""1"", ""티스푼""], [""맛소금"", ""1"", ""꼬집""], [""식용유"", ""2"", ""숟갈""], [""케첩"", ""2"", ""큰숟갈""], [""진간장"", ""1"", ""숟갈""]]","[{""alias_id"": ""alias_0812"", ""name"": ""달걀""}, {""alias_id"": ""alias_0910"", ""name"": ""스팸""}, {""alias_id"": ""alias_0348"", ""name"": ""밥""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0527"", ""name"": ""청양고추""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0103"", ""name"": ""마요네즈""}, {""alias_id"": ""alias_0785"", ""name"": ""김가루""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0204"", ""name"": ""맛소금""}, {""alias_id"": ""alias_0133"", ""name"": ""식용유""}, {""alias_id"": ""alias_0128"", ""name"": ""케첩""}, {""alias_id"": ""alias_0185"", ""name"": ""진간장""}]","[[""달걀"", ""2"", ""개""], [""스팸"", ""1/2"", ""통""], [""밥"", ""1"", ""그릇""], [""양파"", ""1/3"", ""개""], [""대파"", ""1/2"", ""개""], [""청양고추"", ""1/2"", ""개""], [""마늘"", ""1/2"", ""큰술""], [""마요네즈"", ""1.5"", ""큰술""], [""김가루"", ""1"", ""젓가락""], [""참기름"", ""1"", ""작은술""], [""맛소금"", ""1"", ""꼬집""], [""식용유"", ""2"", ""큰술""], [""케첩"", ""2"", ""큰술""], [""간장"", ""1"", ""큰술""]]",0,[]
7016900,고등어 두부조림,"[[""손질고등어"", ""2"", ""마리""], [""무"", ""500"", ""g""], [""양파"", ""1"", ""개""], [""두부"", ""1/2"", ""모""], [""다진마늘"", ""1"", ""t""], [""올리고당"", ""2"", ""t""], [""간장"", ""3~4"", ""t""], [""참치액젓"", ""1"", ""t""], [""맛술"", ""2"", ""t""], [""된장"", ""1/2"", """"], [""물"", ""500"", ""ml""]]","[{""alias_id"": ""alias_0651"", ""name"": ""고등어""}, {""alias_id"": ""alias_0559"", ""name"": ""무""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0277"", ""name"": ""두부""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0190"", ""name"": ""올리고당""}, {""alias_id"": ""alias_0140"", ""name"": ""간장""}, {""alias_id"": ""alias_0039"", ""name"": ""참치액젓""}, {""alias_id"": ""alias_0246"", ""name"": ""맛술""}, {""alias_id"": ""alias_0157"", ""name"": ""된장""}]","[[""고등어"", ""2"", ""마리""], [""무"", ""500"", ""g""], [""양파"", ""1"", ""개""], [""두부"", ""1/2"", ""모""], [""마늘"", ""1"", ""큰술""], [""올리고당"", ""2"", ""큰술""], [""간장"", ""3~4"", ""큰술""], [""참치액젓"", ""1"", ""큰술""], [""맛술"", ""2"", ""큰술""], [""된장"", ""1/2"", """"], [""물"", ""500"", ""ml""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""500"", ""unit"": ""ml""}]"
7016902,깻잎나물볶음,"[[""깻잎순"", ""200"", ""g""], [""소금"", ""0.5"", ""스푼""], [""물"", ""500"", ""ml""], [""깨"", """", ""조금""], [""다진대파"", ""1"", ""스푼""], [""국간장"", ""1"", ""스푼""], [""들기름"", ""1"", ""스푼""]]","[{""alias_id"": ""alias_0529"", ""name"": ""깻잎""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0452"", ""name"": ""깨""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0140"", ""name"": ""간장""}, {""alias_id"": ""alias_0132"", ""name"": ""들기름""}]","[[""깻잎"", ""200"", ""g""], [""소금"", ""0.5"", ""큰술""], [""물"", ""500"", ""ml""], [""깨"", """", ""조금""], [""대파"", ""1"", ""큰술""], [""간장"", ""1"", ""큰술""], [""들기름"", ""1"", ""큰술""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""500"", ""unit"": ""ml""}]"
